Title,Artist,Song ID,Streams,Chart Date
I Don't Care (with Justin Bieber),Ed Sheeran,0hVXuCcriWRGvwMV1r5Yn9,7417,2019-12-27
El 3ajla Edour,Sanfara,19bUQG2GejNHsvf6uQf0eS,7405,2019-12-27
SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,7367,2019-12-27
Ma belle,Moha La Squale,3Aq1SJ1hWlfazx8IIC6u1D,7291,2019-12-27
Mayday (feat. Ninho),SCH,1SVuEeerYIwjCRsF5MGzX3,7290,2019-12-27
Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,7249,2019-12-27
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",40mjsnRjCpycdUw3xhS20g,7154,2019-12-27
Money In The Grave (Drake ft. Rick Ross),Drake,5ry2OE6R2zPQFDO85XkgRb,7121,2019-12-27
Tusa,"KAROL G, Nicki Minaj",7k4t7uLgtOxPwTpFmtJNTY,7093,2019-12-27
Espérance,Soolking,41khJYouW5ZuLiVzPFuljd,7046,2019-12-27
Haha,Balti,0R9TKsln5DOl9PsnJFbdMr,6876,2019-12-27
Loin de moi,Naza,30kxl4FnaEFS2qZkec3Zak,6870,2019-12-27
Bayna,Nouamane Belaiachi,4ZZTGwdDZFCbKseFGPgKjP,6820,2019-12-27
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,6812,2019-12-27
Mama,Muslim,3Sza4oAVIgpyqM8NOygc3Y,6759,2019-12-27
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,6752,2019-12-27
La vie qu'on mène,Ninho,0Jh6iWjna1wk5le0Ahn7No,6730,2019-12-27
دكابوطابل,Zouhair Bahaoui,2F82KnRqMRq0zDi4uBVSlm,6675,2019-12-27
Maman ne le sait pas (feat. Niska),Ninho,5c2HadbVTsMKjja4gohEFI,6499,2019-12-27
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,6476,2019-12-27
Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,6470,2019-12-27
Respect,LFERDA,3MZsIkp6OUggAEIMuMHnqg,6461,2019-12-27
Futsal Shuffle 2020,Lil Uzi Vert,2Ec33AVlkTTq8BHFgBTdQs,6426,2019-12-27
Ila Rah El Ghali,Hatim Ammor,0SIn8Ig7Ln9CfmAS1IlEiL,6399,2019-12-27
Msayfa,"DJ Hamida, Cheb Bello, Balti",1IJJhCUJWC2TwtM57O5FQp,6376,2019-12-27
EH!,Lbenj,4K1ehttMC8Uy3qzDiyR5Gq,6365,2019-12-27
Mi Amore,"LFERDA, Witness, kouz1",5maCg4rn7Q5rW5Y6qTBR6l,6284,2019-12-27
It's You,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,6225,2019-12-27
Story Insta,kouz1,1rOalFQe0DO01zE1JJpxTa,6201,2019-12-27
Sacrifice,Madd,3PsH5lRJuFskbE856YAze2,6186,2019-12-27
How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,6182,2019-12-27
Compliqué,Dadju,7MmocSyYpeLvpgO4eRW3zl,6157,2019-12-27
Akher Marra,Hatim Ammor,7hrFAtXVm4myZwcpSHX9YO,6156,2019-12-27
Déjà-vu,ElGrandeToto,5kt9JjtJcxPjpJf1K6cEt2,6152,2019-12-27
Nti Machi Histoire,Kader Japonais,79VfwCmLalH8JqvhhaYgDz,6098,2019-12-27
POPOPOP,Gambi,18HNGxDOcshRU2Hdu8tMOM,6072,2019-12-27
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,4vUmTMuQqjdnvlZmAH61Qk,6052,2019-12-27
Chopin,ElGrandeToto,5c8l7YT1h5vJKD854bshmz,6008,2019-12-27
A l'ammoniaque,PNL,1gVnckXtTdCoLwtiPPqlQS,6006,2019-12-27
JACKBOYS,JACKBOYS,62zKJrpbLxz6InR3tGyr7o,5970,2019-12-27
HÉ OH,Gambi,1bWafkUCOp6luXRs1cm3w9,5946,2019-12-27
Lose Control,"MEDUZA, Becky Hill, Goodboys",7CHi4DtfK4heMlQaudCuHK,5884,2019-12-27
Filamén,Balti,2jz4XbBHonx48cyTgvcBt5,5809,2019-12-27
Brocé,Cravata,07fOPxk9AQ96qoqJkTVFHe,5807,2019-12-27
Trap Beldi,ISSAM,5JIGmdJjGKukNFJzPnWRUQ,5782,2019-12-27
DD,Madd,2Pfbo6OC2GsipIn4PdJsvs,5768,2019-12-27
Pookie,Aya Nakamura,2QpUWi6VSNOt2WyH5FIeLD,5733,2019-12-27
Bikhtissar,Douzi,2YG9XwTOEWUj0BhiU5XgpL,5673,2019-12-27
Hatmatek Eddenia,Kader Japonais,0e2VRZjl7q0upclM58AQhR,5665,2019-12-27
Sweet but Psycho,Ava Max,25sgk305KZfyuqVBQIahim,5664,2019-12-27
Mcha L'amour,Ihab Amir,4SXup1nrUZuHlyj4PNZqpH,5655,2019-12-27
FRIENDS,"Marshmello, Anne-Marie",08bNPGLD8AhKpnnERrAc6G,5652,2019-12-27
Rockstar,Soolking,5W3DfkKaK3aXBI4A447ilC,5635,2019-12-27
Deux frères,PNL,6hzi3AGB39FjxFqcjgbWs7,5633,2019-12-27
goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,5570,2019-12-27
SAD!,XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,5534,2019-12-27
Look At Her Now,Selena Gomez,4yI3HpbSFSgFZtJP2kDe5m,5520,2019-12-27
Patera,Moro,1mjTETntMLXgyke4rUcVtH,5462,2019-12-27
Piccola,ElGrandeToto,3HzhBAjueYFCK7UvJww0mU,5435,2019-12-27
"Money Call (with Shobee, Madd, Laylow)",Naar,5TLJ4XqxAdzHfsZkZFCY9t,5428,2019-12-27
Don't Call Me Up,Mabel,5WHTFyqSii0lmT9R21abT8,5426,2019-12-27
Can We Kiss Forever?,"Kina, Adriana Proenza",58wyJLv6yH1La9NIZPl3ne,5418,2019-12-27
"Casablanca (with Issam, Jazz Cartier)",Naar,2dPOrt9l0To3qI3pb0T31w,5373,2019-12-27
Koun Wajed,Shayfeen,3NbqXZcEujRXbXK4fqEeMK,5368,2019-12-27
Dans la ville,"DTF, N.O.S",6OsqTyesS9pc7pYPCFhlmv,5346,2019-12-27
Jamali,Nouamane Belaiachi,7snkvy6QMFnkQgnUjRScY4,5308,2019-12-27
Dalida,Soolking,7vSQVx20cqaYOVAVJwj00p,5288,2019-12-27
Blessed,Shayfeen,2MDiaC3E93DoxF2g0AMfFp,5266,2019-12-27
Elle est bonne sa mère,"Vegedream, Ninho",7j56bK7gq6iV7zsD6lbP4J,5265,2019-12-27
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",6osaMSJh9NguagEDQcZaKx,5242,2019-12-27
